"","job_ad_id","job_city","job_industry","job_type","job_fed_contractor","job_equal_opp_employer","job_ownership","job_req_any","job_req_communication","job_req_education","job_req_min_experience","job_req_computer","job_req_organization","job_req_school","received_callback","firstname","race","gender","years_college","college_degree","honors","worked_during_school","years_experience","computer_skills","special_skills","volunteer","military","employment_holes","has_email_address","resume_quality"
"1492",705,"Chicago","finance_insurance_real_estate","sales_rep",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Brett","white","m",4,1,0,1,5,1,1,0,0,0,1,"high"
"1493",705,"Chicago","finance_insurance_real_estate","sales_rep",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Jermaine","black","m",4,1,0,0,7,1,0,0,0,0,0,"low"
"1494",705,"Chicago","finance_insurance_real_estate","sales_rep",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Tyrone","black","m",4,1,0,1,4,1,1,1,0,0,1,"high"
"1495",706,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",1,"Jill","white","f",4,1,0,0,10,1,1,1,0,1,1,"high"
"1496",706,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",4,1,0,0,2,1,0,0,0,1,0,"low"
"1497",706,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",4,1,0,1,11,1,0,1,0,1,1,"high"
"1498",706,"Chicago","business_and_personal_service","secretary",0,1,"private",1,0,0,"",1,0,"none_listed",1,"Laurie","white","f",4,1,0,1,3,1,0,0,0,0,0,"low"
"1499",707,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,5,1,0,0,0,0,1,"high"
"1500",707,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,3,1,1,0,0,1,0,"low"
"1501",707,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Laurie","white","f",4,1,0,1,4,1,1,0,0,0,1,"high"
"1502",707,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Sarah","white","f",4,1,0,1,3,1,0,0,0,0,0,"low"
"1505",709,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",4,1,0,1,9,1,0,1,0,0,1,"high"
"1506",709,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",4,1,0,1,14,1,0,0,0,0,0,"low"
"1507",709,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Laurie","white","f",4,1,0,1,12,1,0,1,0,0,1,"high"
"1508",709,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Sarah","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1517",116,"Boston","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Aisha","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"1519",84,"Boston","finance_insurance_real_estate","sales_rep",0,1,"public",1,0,0,"1",0,0,"none_listed",0,"Aisha","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"1520",308,"Boston","transportation_communication","sales_rep",1,0,"public",1,0,1,"",0,0,"some_college",1,"Brad","white","m",4,1,1,0,21,1,1,0,1,1,1,"low"
"1524",308,"Boston","transportation_communication","sales_rep",1,0,"public",1,0,1,"",0,0,"some_college",1,"Brett","white","m",4,1,0,1,6,1,0,1,0,1,1,"high"
"1525",116,"Boston","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Carrie","white","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"1529",308,"Boston","transportation_communication","sales_rep",1,0,"public",1,0,1,"",0,0,"some_college",1,"Kenya","black","f",4,1,0,1,2,1,0,0,0,1,0,"low"
"1533",308,"Boston","transportation_communication","sales_rep",1,0,"public",1,0,1,"",0,0,"some_college",1,"Latonya","black","f",4,1,1,1,7,1,0,1,0,0,1,"high"
"1534",84,"Boston","finance_insurance_real_estate","sales_rep",0,1,"public",1,0,0,"1",0,0,"none_listed",0,"Leroy","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"1537",84,"Boston","finance_insurance_real_estate","sales_rep",0,1,"public",1,0,0,"1",0,0,"none_listed",0,"Matthew","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"1538",84,"Boston","finance_insurance_real_estate","sales_rep",0,1,"public",1,0,0,"1",0,0,"none_listed",0,"Neil","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"1541",116,"Boston","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Sarah","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1544",116,"Boston","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"1557",715,"Boston","other_service","clerical",0,0,"nonprofit",0,0,0,"",0,0,"none_listed",0,"Aisha","black","f",3,0,0,1,5,0,1,0,0,1,0,"low"
"1558",715,"Boston","other_service","clerical",0,0,"nonprofit",0,0,0,"",0,0,"none_listed",0,"Allison","white","f",3,0,0,0,2,0,1,0,0,1,0,"low"
"1559",715,"Boston","other_service","clerical",0,0,"nonprofit",0,0,0,"",0,0,"none_listed",1,"Ebony","black","f",4,1,0,0,13,1,1,1,0,1,1,"high"
"1560",715,"Boston","other_service","clerical",0,0,"nonprofit",0,0,0,"",0,0,"none_listed",0,"Jill","white","f",2,0,0,0,16,1,1,0,0,1,1,"high"
"1561",716,"Boston","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"1562",716,"Boston","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Emily","white","f",4,1,1,0,8,1,1,1,0,1,1,"high"
"1563",716,"Boston","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"1564",716,"Boston","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Tamika","black","f",2,0,0,0,19,0,0,1,0,0,1,"high"
"1573",719,"Boston","finance_insurance_real_estate","clerical",0,0,"public",0,0,0,"",0,0,"none_listed",0,"Emily","white","f",3,0,0,0,4,0,1,0,0,1,0,"low"
"1574",719,"Boston","finance_insurance_real_estate","clerical",0,0,"public",0,0,0,"",0,0,"none_listed",1,"Jill","white","f",4,1,0,1,5,1,1,1,0,0,1,"high"
"1575",719,"Boston","finance_insurance_real_estate","clerical",0,0,"public",0,0,0,"",0,0,"none_listed",0,"Kenya","black","f",4,1,0,0,7,0,1,0,0,1,0,"low"
"1576",719,"Boston","finance_insurance_real_estate","clerical",0,0,"public",0,0,0,"",0,0,"none_listed",0,"Latoya","black","f",3,0,1,0,26,1,1,1,0,1,1,"high"
"1581",309,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Brad","white","m",4,1,1,0,10,1,0,0,1,1,1,"high"
"1582",309,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Hakim","black","m",1,0,0,0,10,0,0,0,0,1,0,"low"
"1583",309,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Todd","white","m",2,0,1,0,8,0,0,0,0,1,0,"low"
"1584",309,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Tremayne","black","m",4,1,0,1,6,1,1,1,0,0,1,"high"
"1601",725,"Chicago","manufacturing","clerical",1,0,"private",1,0,0,"",1,0,"none_listed",0,"Aisha","black","f",4,1,1,1,5,1,0,0,0,1,1,"high"
"1602",725,"Chicago","manufacturing","clerical",1,0,"private",1,0,0,"",1,0,"none_listed",0,"Emily","white","f",4,1,0,1,5,1,0,0,0,0,1,"high"
"1603",725,"Chicago","manufacturing","clerical",1,0,"private",1,0,0,"",1,0,"none_listed",0,"Laurie","white","f",3,0,0,1,4,1,0,0,0,0,0,"low"
"1604",725,"Chicago","manufacturing","clerical",1,0,"private",1,0,0,"",1,0,"none_listed",0,"Tanisha","black","f",4,1,0,0,5,1,0,0,0,1,0,"low"
"1605",726,"Chicago","business_and_personal_service","clerical",0,0,"private",1,1,0,"some",0,0,"none_listed",0,"Jill","white","f",3,0,0,1,6,1,0,0,0,0,0,"low"
"1606",726,"Chicago","business_and_personal_service","clerical",0,0,"private",1,1,0,"some",0,0,"none_listed",0,"Kenya","black","f",3,0,0,1,3,1,0,1,1,0,1,"high"
"1607",726,"Chicago","business_and_personal_service","clerical",0,0,"private",1,1,0,"some",0,0,"none_listed",0,"Latonya","black","f",3,0,0,1,4,1,0,0,0,0,0,"low"
"1608",726,"Chicago","business_and_personal_service","clerical",0,0,"private",1,1,0,"some",0,0,"none_listed",0,"Meredith","white","f",4,1,1,1,5,1,0,0,0,1,1,"high"
"1609",727,"Chicago","business_and_personal_service","clerical",0,1,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Carrie","white","f",3,0,0,0,8,1,1,0,0,1,0,"low"
"1610",727,"Chicago","business_and_personal_service","clerical",0,1,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Ebony","black","f",3,0,0,1,6,1,1,1,1,0,1,"high"
"1611",727,"Chicago","business_and_personal_service","clerical",0,1,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Latonya","black","f",2,0,0,0,9,1,1,0,0,1,0,"low"
"1612",727,"Chicago","business_and_personal_service","clerical",0,1,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Sarah","white","f",3,0,0,1,21,1,1,1,0,1,1,"high"
"1617",729,"Chicago","manufacturing","clerical",0,1,"private",1,1,0,"",1,1,"none_listed",0,"Kenya","black","f",4,1,0,1,13,1,1,0,0,1,0,"low"
"1618",729,"Chicago","manufacturing","clerical",0,1,"private",1,1,0,"",1,1,"none_listed",0,"Kristen","white","f",4,1,0,1,21,1,1,0,0,1,1,"high"
"1619",729,"Chicago","manufacturing","clerical",0,1,"private",1,1,0,"",1,1,"none_listed",0,"Laurie","white","f",4,1,1,0,19,1,1,0,0,1,0,"low"
"1620",729,"Chicago","manufacturing","clerical",0,1,"private",1,1,0,"",1,1,"none_listed",0,"Tamika","black","f",4,1,0,0,7,1,1,0,1,1,1,"high"
"1621",730,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Anne","white","f",4,1,0,1,5,1,0,1,0,0,1,"high"
"1622",730,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Ebony","black","f",4,1,1,1,5,1,0,0,0,1,1,"high"
"1623",730,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Jill","white","f",3,0,0,1,9,1,0,0,0,0,0,"low"
"1624",730,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Latonya","black","f",2,0,0,1,3,1,0,1,0,1,0,"low"
"1625",731,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Anne","white","f",4,1,0,0,23,1,0,0,0,1,0,"low"
"1626",731,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",4,1,0,1,11,1,0,0,0,0,0,"low"
"1627",731,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Latonya","black","f",4,1,0,1,9,1,0,1,0,0,1,"high"
"1628",731,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Meredith","white","f",4,1,0,1,10,1,1,1,0,0,1,"high"
"1637",734,"Chicago","other_service","secretary",0,1,"nonprofit",1,1,0,"some",1,0,"none_listed",0,"Brett","white","m",4,1,0,0,3,1,1,0,0,1,0,"low"
"1638",734,"Chicago","other_service","secretary",0,1,"nonprofit",1,1,0,"some",1,0,"none_listed",0,"Neil","white","m",4,1,0,0,8,1,1,1,0,1,1,"high"
"1639",734,"Chicago","other_service","secretary",0,1,"nonprofit",1,1,0,"some",1,0,"none_listed",0,"Rasheed","black","m",4,1,0,1,12,1,0,1,0,1,1,"high"
"1640",734,"Chicago","other_service","secretary",0,1,"nonprofit",1,1,0,"some",1,0,"none_listed",0,"Tyrone","black","m",4,1,0,1,4,1,0,0,0,0,0,"low"
"1641",735,"Chicago","finance_insurance_real_estate","clerical",1,1,"public",1,1,0,"",1,0,"none_listed",0,"Brendan","white","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"1642",735,"Chicago","finance_insurance_real_estate","clerical",1,1,"public",1,1,0,"",1,0,"none_listed",0,"Jamal","black","m",4,1,0,0,2,1,1,0,0,1,0,"low"
"1643",736,"Chicago","manufacturing","clerical",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Aisha","black","f",4,1,0,1,4,1,0,0,0,0,0,"low"
"1644",736,"Chicago","manufacturing","clerical",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Allison","white","f",4,1,0,1,5,1,0,1,0,1,1,"high"
"1645",736,"Chicago","manufacturing","clerical",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Carrie","white","f",4,1,0,0,4,1,1,0,0,1,0,"low"
"1646",736,"Chicago","manufacturing","clerical",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Latoya","black","f",4,1,0,0,5,1,1,1,0,1,1,"high"
"1658",141,"Boston","business_and_personal_service","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Brett","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"1660",55,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Emily","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"1661",23,"Boston","wholesale_and_retail_trade","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Geoffrey","white","m",4,1,0,1,8,1,0,0,0,0,0,"low"
"1662",141,"Boston","business_and_personal_service","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Geoffrey","white","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"1663",117,"Boston","other_service","clerical",0,1,"unknown",1,0,0,"2",0,0,"none_listed",0,"Jay","white","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"1665",55,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Kareem","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"1666",23,"Boston","wholesale_and_retail_trade","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,8,0,0,0,0,0,0,"low"
"1668",117,"Boston","other_service","clerical",0,1,"unknown",1,0,0,"2",0,0,"none_listed",0,"Kenya","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"1669",141,"Boston","business_and_personal_service","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Kenya","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"1671",23,"Boston","wholesale_and_retail_trade","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Laurie","white","f",4,1,0,0,10,1,0,1,0,1,1,"high"
"1673",55,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Leroy","black","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"1674",141,"Boston","business_and_personal_service","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Leroy","black","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"1676",117,"Boston","other_service","clerical",0,1,"unknown",1,0,0,"2",0,0,"none_listed",0,"Matthew","white","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"1677",55,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Meredith","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1681",23,"Boston","wholesale_and_retail_trade","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,0,8,0,0,1,0,0,1,"high"
"1682",117,"Boston","other_service","clerical",0,1,"unknown",1,0,0,"2",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"1687",740,"Boston","business_and_personal_service","secretary",0,0,"unknown",0,0,0,"",0,0,"none_listed",1,"Allison","white","f",4,1,0,0,11,1,1,0,0,1,0,"low"
"1688",740,"Boston","business_and_personal_service","secretary",0,0,"unknown",0,0,0,"",0,0,"none_listed",0,"Ebony","black","f",3,0,0,1,4,1,1,1,0,1,1,"high"
"1689",740,"Boston","business_and_personal_service","secretary",0,0,"unknown",0,0,0,"",0,0,"none_listed",0,"Emily","white","f",3,0,0,1,16,1,1,1,0,0,1,"high"
"1690",740,"Boston","business_and_personal_service","secretary",0,0,"unknown",0,0,0,"",0,0,"none_listed",0,"Latoya","black","f",4,1,0,0,7,0,1,0,0,1,0,"low"
"1691",741,"Boston","other_service","clerical",0,0,"nonprofit",1,0,0,"1",1,0,"none_listed",0,"Allison","white","f",3,0,1,1,26,1,1,1,0,1,1,"high"
"1692",741,"Boston","other_service","clerical",0,0,"nonprofit",1,0,0,"1",1,0,"none_listed",0,"Emily","white","f",4,1,0,0,11,1,1,0,0,1,0,"low"
"1693",741,"Boston","other_service","clerical",0,0,"nonprofit",1,0,0,"1",1,0,"none_listed",0,"Kenya","black","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"1694",741,"Boston","other_service","clerical",0,0,"nonprofit",1,0,0,"1",1,0,"none_listed",0,"Lakisha","black","f",2,0,0,0,16,1,1,0,0,1,1,"high"
"1699",743,"Boston","other_service","secretary",0,1,"unknown",0,0,0,"",0,0,"none_listed",0,"Aisha","black","f",3,0,0,1,13,1,1,0,0,1,0,"low"
"1700",743,"Boston","other_service","secretary",0,1,"unknown",0,0,0,"",0,0,"none_listed",0,"Anne","white","f",3,0,0,0,1,1,1,0,0,1,0,"low"
"1701",743,"Boston","other_service","secretary",0,1,"unknown",0,0,0,"",0,0,"none_listed",0,"Jill","white","f",3,0,0,1,16,1,1,1,0,0,1,"high"
"1702",743,"Boston","other_service","secretary",0,1,"unknown",0,0,0,"",0,0,"none_listed",1,"Latoya","black","f",2,0,0,0,16,1,1,0,0,1,1,"high"
"1703",744,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Ebony","black","f",4,1,0,0,11,1,1,0,0,1,0,"low"
"1704",744,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Emily","white","f",3,0,1,1,26,1,1,1,0,1,1,"high"
"1705",744,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Kristen","white","f",3,0,0,1,7,1,1,0,0,1,0,"low"
"1706",744,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,9,1,1,1,0,1,1,"high"
"1719",310,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,0,"",0,0,"none_listed",0,"Geoffrey","white","m",4,1,1,1,7,1,0,1,0,0,1,"high"
"1720",310,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,0,"",0,0,"none_listed",0,"Kenya","black","f",4,1,0,1,4,1,0,1,1,0,1,"high"
"1721",310,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,0,"",0,0,"none_listed",0,"Laurie","white","f",4,1,0,1,6,0,0,0,0,0,0,"low"
"1722",310,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,0,"",0,0,"none_listed",0,"Tamika","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"1727",750,"Chicago","wholesale_and_retail_trade","manager",0,1,"public",1,0,0,"some",0,0,"none_listed",0,"Allison","white","f",4,1,0,1,5,0,1,1,0,0,1,"high"
"1728",749,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",3,0,0,1,6,1,0,0,0,0,0,"low"
"1729",750,"Chicago","wholesale_and_retail_trade","manager",0,1,"public",1,0,0,"some",0,0,"none_listed",0,"Lakisha","black","f",0,0,0,0,4,1,1,1,0,1,1,"high"
"1730",749,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Meredith","white","f",3,0,0,1,3,1,0,1,1,0,1,"high"
"1731",749,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Sarah","white","f",2,0,0,0,3,1,0,0,0,1,0,"low"
"1732",749,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tanisha","black","f",3,0,0,1,12,1,1,1,1,0,1,"high"
"1733",751,"Chicago","wholesale_and_retail_trade","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",2,0,0,0,6,1,1,0,0,0,0,"low"
"1734",751,"Chicago","wholesale_and_retail_trade","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Anne","white","f",3,0,0,1,6,1,1,1,0,0,1,"high"
"1735",751,"Chicago","wholesale_and_retail_trade","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Ebony","black","f",3,0,0,1,6,1,1,0,0,0,0,"low"
"1736",751,"Chicago","wholesale_and_retail_trade","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",3,0,0,1,6,1,1,1,1,0,1,"high"
"1741",753,"Chicago","business_and_personal_service","sales_rep",1,1,"private",1,0,0,"2",0,0,"none_listed",1,"Brendan","white","m",4,1,0,1,5,1,1,1,1,0,1,"high"
"1742",753,"Chicago","business_and_personal_service","sales_rep",1,1,"private",1,0,0,"2",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,6,0,0,1,0,0,1,"high"
"1743",753,"Chicago","business_and_personal_service","sales_rep",1,1,"private",1,0,0,"2",0,0,"none_listed",0,"Kenya","black","f",3,0,0,0,7,1,0,0,0,0,0,"low"
"1744",753,"Chicago","business_and_personal_service","sales_rep",1,1,"private",1,0,0,"2",0,0,"none_listed",1,"Sarah","white","f",4,1,1,0,6,0,1,0,0,0,0,"low"
"1745",754,"Chicago","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Todd","white","m",4,1,0,0,5,0,1,0,0,0,0,"low"
"1746",754,"Chicago","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Tyrone","black","m",4,1,1,0,6,0,1,0,0,0,0,"low"
"1747",755,"Chicago","wholesale_and_retail_trade","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Emily","white","f",0,0,0,0,5,1,1,1,0,1,1,"high"
"1748",755,"Chicago","wholesale_and_retail_trade","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Latonya","black","f",4,1,0,1,5,0,1,1,1,0,1,"high"
"1749",756,"Chicago","business_and_personal_service","supervisor",0,0,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Jill","white","f",2,0,0,0,10,1,0,0,0,1,0,"low"
"1750",756,"Chicago","business_and_personal_service","supervisor",0,0,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Kenya","black","f",4,1,0,0,11,1,0,0,0,1,0,"low"
"1751",756,"Chicago","business_and_personal_service","supervisor",0,0,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Sarah","white","f",3,0,0,1,11,1,0,1,0,1,1,"high"
"1752",756,"Chicago","business_and_personal_service","supervisor",0,0,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Tanisha","black","f",4,1,0,0,9,1,0,1,0,1,1,"high"
"1757",759,"Chicago","wholesale_and_retail_trade","manager",0,1,"unknown",1,0,0,"3",0,0,"none_listed",0,"Keisha","black","f",4,1,0,0,5,0,1,0,0,0,0,"low"
"1758",759,"Chicago","wholesale_and_retail_trade","manager",0,1,"unknown",1,0,0,"3",0,0,"none_listed",0,"Laurie","white","f",0,0,0,0,4,1,1,0,0,1,0,"low"
